Gene ID,Gene symbol,Description,Scientific name,Common name,RefSeq Transcript accessions,RefSeq Protein accessions,SPARCLE ID,Curation Status,RefseqSelect,Default sequence
101922816,MGA,MAX dimerization protein MGA,Falco peregrinus,peregrine falcon,XM_055813686.1,XP_055669661.1,,model,,default-seq
101940784,MGA,MAX dimerization protein MGA,Chrysemys picta,Painted turtle,XM_008169914.3,XP_008168136.1,,model,,default-seq
101969419,Mga,MAX dimerization protein MGA,Ictidomys tridecemlineatus,thirteen-lined ground squirrel,XM_013359271.3,XP_013214725.1,,model,,default-seq
101985082,Mga,MAX dimerization protein MGA,Microtus ochrogaster,prairie vole,XM_013352635.2,XP_013208089.1,,model,,default-seq
102009603,Mga,MAX dimerization protein MGA,Chinchilla lanigera,long-tailed chinchilla,XM_013512575.1,XP_013368029.1,,model,,default-seq
102036293,MGA,MAX dimerization protein MGA,Geospiza fortis,medium ground-finch,XM_031055801.1,XP_030911661.1,,model,,default-seq
102054855,MGA,MAX dimerization protein MGA,Falco cherrug,Saker falcon,XM_055715116.1,XP_055571091.1,,model,,default-seq
102073853,MGA,MAX dimerization protein MGA,Zonotrichia albicollis,white-throated sparrow,XM_014267713.2,XP_014123188.1,,model,,default-seq
102093556,MGA,MAX dimerization protein MGA,Columba livia,rock pigeon,XM_005502207.2,XP_005502264.1,,model,,default-seq
102108874,MGA,MAX dimerization protein MGA,Pseudopodoces humilis,Tibetan ground-tit,XM_014251969.1,XP_014107444.1,,model,,default-seq
102136367,MGA,MAX dimerization protein MGA,Macaca fascicularis,crab-eating macaque,XM_045397180.1,XP_045253115.1,,model,,default-seq
102186021,MGA,MAX dimerization protein MGA,Capra hircus,goat,XM_013966994.2,XP_013822448.1,,model,,default-seq
102197833,mgaa,MAX dimerization protein MGA a,Pundamilia nyererei,,XM_013915583.1,XP_013771037.1,,model,,default-seq
102227721,mgaa,MAX dimerization protein MGA a,Xiphophorus maculatus,southern platyfish,XM_023353224.1,XP_023208992.1,,model,,default-seq
102262443,MGA,MAX dimerization protein MGA,Myotis brandtii,Brandt's bat,XM_014534809.1,XP_014390295.1,,model,,default-seq
102280996,MGA,MAX dimerization protein MGA,Bos mutus,wild yak,XM_005903968.2,XP_005904030.1,,model,,default-seq
102308565,mgaa,MAX dimerization protein MGA a,Haplochromis burtoni,Burton's mouthbrooder,XM_042213429.1,XP_042069363.1,,model,,default-seq
102383547,MGA,MAX dimerization protein MGA,Alligator sinensis,Chinese alligator,XM_025205276.1,XP_025061061.1,,model,,default-seq
102400579,MGA,MAX dimerization protein MGA,Bubalus bubalis,water buffalo,XM_044925184.2,XP_044781119.1,,model,,default-seq
102416982,MGA,MAX dimerization protein MGA,Myotis lucifugus,little brown bat,XM_014459459.2,XP_014314945.1,,model,,default-seq
102474740,MGA,MAX dimerization protein MGA,Tupaia chinensis,Chinese tree shrew,XM_027775799.1,XP_027631600.1,,model,,default-seq
102515406,MGA,MAX dimerization protein MGA,Camelus ferus,Wild Bactrian camel,XM_032481441.1,XP_032337332.1,,model,,default-seq
102528155,MGA,MAX dimerization protein MGA,Vicugna pacos,alpaca,XM_015237145.2,XP_015092631.1,,model,,default-seq
102567548,MGA,MAX dimerization protein MGA,Alligator mississippiensis,American alligator,XM_019496539.2,XP_019352084.1,,model,,default-seq
102695144,mgaa,MAX dimerization protein MGA a,Lepisosteus oculatus,spotted gar,XM_015350838.1,XP_015206324.1,,model,,default-seq
102745355,MGA,MAX dimerization protein MGA,Leptonychotes weddellii,Weddell seal,XM_031031564.1,XP_030887424.1,,model,,default-seq
102755442,MGA,MAX dimerization protein MGA,Myotis davidii,,XM_006778155.2,XP_006778218.1,,model,,default-seq
102779775,mgaa,MAX dimerization protein MGA a,Neolamprologus brichardi,,XM_006800650.2,XP_006800713.2,,model,,default-seq
102815115,MGA,MAX dimerization protein MGA,Chrysochloris asiatica,Cape golden mole,XM_006831748.1,XP_006831811.1,,model,,default-seq
102855982,MGA,MAX dimerization protein MGA,Elephantulus edwardii,Cape elephant shrew,XM_006882989.1,XP_006883051.1,,model,,default-seq
102888927,MGA,MAX dimerization protein MGA,Pteropus alecto,black flying fox,XM_015595918.2,XP_015451404.1,,model,,default-seq
102903856,Mga,MAX dimerization protein MGA,Peromyscus maniculatus bairdii,prairie deer mouse,XM_016009510.2,XP_015864996.1,,model,,default-seq
102929963,MGA,MAX dimerization protein MGA,Chelonia mydas,Green sea turtle,XM_027818143.3,XP_027673944.2,,model,,default-seq
102958253,MGA,MAX dimerization protein MGA,Panthera tigris,tiger,XM_042989089.1,XP_042845023.1,,model,,default-seq
102987803,MGA,MAX dimerization protein MGA,Physeter catodon,sperm whale,XM_055088304.1,XP_054944279.1,,model,,default-seq
103001015,MGA,MAX dimerization protein MGA,Balaenoptera acutorostrata,minke whale,XM_007180353.3,XP_007180415.2,,model,,default-seq
103028567,mgaa,MAX dimerization protein MGA a,Astyanax mexicanus,Mexican tetra,XM_007251893.4,XP_007251955.3,,model,,default-seq
103067180,MGA,MAX dimerization protein MGA,Python bivittatus,Burmese python,XM_025171869.1,XP_025027637.1,11109989,model,,default-seq
103084894,MGA,MAX dimerization protein MGA,Lipotes vexillifer,Yangtze River dolphin,XM_007460202.1,XP_007460264.1,,model,,default-seq
103125541,MGA,MAX dimerization protein MGA,Erinaceus europaeus,western European hedgehog,XM_060175016.1,XP_060030999.1,,model,,default-seq
103153855,mgaa,MAX dimerization protein MGA a,Poecilia formosa,Amazon molly,XM_016662232.1,XP_016517718.1,,model,,default-seq
103176147,mgaa,MAX dimerization protein MGA a,Callorhinchus milii,elephant shark,XM_007889546.2,XP_007887737.2,,model,,default-seq
103192311,MGA,MAX dimerization protein MGA,Orycteropus afer afer,,XM_042783699.1,XP_042639633.1,,model,,default-seq
103245800,MGA,MAX dimerization protein MGA,Chlorocebus sabaeus,green monkey,XM_008016968.2,XP_008015159.2,,model,,default-seq
103249801,MGA,MAX dimerization protein MGA,Carlito syrichta,Philippine tarsier,XM_008048426.2,XP_008046617.1,,model,,default-seq
103287516,MGA,MAX dimerization protein MGA,Eptesicus fuscus,big brown bat,XM_054716334.1,XP_054572309.1,,model,,default-seq
103353903,mgaa,MAX dimerization protein MGA a,Stegastes partitus,bicolor damselfish,XM_008277083.1,XP_008275305.1,,model,,default-seq
103382193,mgaa,MAX dimerization protein MGA a,Cynoglossus semilaevis,tongue sole,XM_008314897.3,XP_008313119.1,,model,,default-seq
103458130,mgaa,MAX dimerization protein MGA a,Poecilia reticulata,guppy,XM_008398720.2,XP_008396942.1,,model,,default-seq
103534424,MGA,MAX dimerization protein MGA,Calypte anna,Anna's hummingbird,XM_030451569.1,XP_030307429.1,,model,,default-seq
103562254,MGA,MAX dimerization protein MGA,Equus przewalskii,Przewalski's horse,XM_008537252.1,XP_008535474.1,,model,,default-seq
103603050,MGA,MAX dimerization protein MGA,Galeopterus variegatus,Sunda flying lemur,XM_008587529.1,XP_008585751.1,,model,,default-seq
103620945,MGA,MAX dimerization protein MGA,Corvus brachyrhynchos,American crow,XM_017741823.1,XP_017597312.1,,model,,default-seq
103673435,MGA,MAX dimerization protein MGA,Ursus maritimus,polar bear,XM_008702223.2,XP_008700445.2,,model,,default-seq
103744938,Mga,MAX dimerization protein MGA,Nannospalax galili,Upper Galilee mountains blind mole rat,XM_029570270.1,XP_029426130.1,,model,,default-seq
103760108,MGA,MAX dimerization protein MGA,Manacus vitellinus,golden-collared manakin,XM_018082420.2,XP_017937909.1,,model,,default-seq
103803999,MGA,MAX dimerization protein MGA,Acanthisitta chloris,rifleman,XM_009076585.1,XP_009074833.1,,model,,default-seq
103826655,MGA,MAX dimerization protein MGA,Serinus canaria,Common canary,XM_030239766.2,XP_030095626.2,,model,,default-seq
103897509,MGA,MAX dimerization protein MGA,Aptenodytes forsteri,emperor penguin,XM_009277551.2,XP_009275826.1,,model,,default-seq
103912812,MGA,MAX dimerization protein MGA,Pygoscelis adeliae,Adelie penguin,XM_009319219.1,XP_009317494.1,,model,,default-seq
104020352,MGA,MAX dimerization protein MGA,Nipponia nippon,crested ibis,XM_009473766.1,XP_009472041.1,,model,,default-seq
104027443,MGA,MAX dimerization protein MGA,Pelecanus crispus,Dalmatian pelican,XM_009478189.1,XP_009476464.1,,model,,default-seq
104050988,MGA,MAX dimerization protein MGA,Phalacrocorax carbo,great cormorant,XM_009511942.1,XP_009510237.1,,model,,default-seq
104067315,MGA,MAX dimerization protein MGA,Cuculus canorus,common cuckoo,XM_054067352.1,XP_053923327.1,,model,,default-seq
104077131,MGA,MAX dimerization protein MGA,Fulmarus glacialis,Northern fulmar,XM_009578254.1,XP_009576549.1,,model,,default-seq
104127548,MGA,MAX dimerization protein MGA,Egretta garzetta,little egret,XM_035895761.1,XP_035751654.1,,model,,default-seq
104150399,MGA,MAX dimerization protein MGA,Struthio camelus australis,,XM_009684641.1,XP_009682936.1,,model,,default-seq
104159999,MGA,MAX dimerization protein MGA,Cariama cristata,Red-legged seriema,XM_009698049.1,XP_009696351.1,,model,,default-seq
104258754,MGA,MAX dimerization protein MGA,Gavia stellata,red-throated loon,XM_059819245.1,XP_059675228.1,,model,,default-seq
104274622,MGA,MAX dimerization protein MGA,Apaloderma vittatum,bar-tailed trogon,XM_009870311.1,XP_009868613.1,,model,,default-seq
104295911,MGA,MAX dimerization protein MGA,Charadrius vociferus,killdeer,XM_009895727.1,XP_009894029.1,,model,,default-seq
104306589,MGA,MAX dimerization protein MGA,Dryobates pubescens,Downy woodpecker,XM_054161508.1,XP_054017483.1,,model,,default-seq
104316426,MGA,MAX dimerization protein MGA,Haliaeetus albicilla,white-tailed eagle,XM_009916835.1,XP_009915137.1,,model,,default-seq
104328110,MGA,MAX dimerization protein MGA,Opisthocomus hoazin,,XM_009933082.1,XP_009931384.1,,model,,default-seq
104347315,MGA,MAX dimerization protein MGA,Leptosomus discolor,cuckoo roller,XM_009952299.1,XP_009950601.1,,model,,default-seq
104365500,MGA,MAX dimerization protein MGA,Tyto alba,common barn owl,XM_042790663.1,XP_042646597.1,,model,,default-seq
104382969,MGA,MAX dimerization protein MGA,Tauraco erythrolophus,red-crested turaco,XM_009991029.1,XP_009989331.1,,model,,default-seq
104390435,MGA,MAX dimerization protein MGA,Chaetura pelagica,chimney swift,XM_009999574.1,XP_009997876.1,,model,,default-seq
104402205,MGA,MAX dimerization protein MGA,Nestor notabilis,Kea,XM_010010022.1,XP_010008324.1,,model,,default-seq
104459194,MGA,MAX dimerization protein MGA,Pterocles gutturalis,yellow-throated sandgrouse,XM_010081594.1,XP_010079896.1,,model,,default-seq
104483909,MGA,MAX dimerization protein MGA,Chlamydotis macqueenii,Macqueen's bustard,XM_010125830.1,XP_010124132.1,,model,,default-seq
104501002,MGA,MAX dimerization protein MGA,Buceros rhinoceros silvestris,,XM_010144735.1,XP_010143037.1,,model,,default-seq
104511632,MGA,MAX dimerization protein MGA,Eurypyga helias,sunbittern,XM_010154327.1,XP_010152629.1,,model,,default-seq
104524686,MGA,MAX dimerization protein MGA,Antrostomus carolinensis,chuck-will's-widow,XM_010167639.1,XP_010165941.1,,model,,default-seq
104539894,MGA,MAX dimerization protein MGA,Mesitornis unicolor,brown roatelo,XM_010183559.1,XP_010181861.1,,model,,default-seq
104568669,MGA,MAX dimerization protein MGA,Tinamus guttatus,white-throated tinamou,XM_010215568.1,XP_010213870.1,,model,,default-seq
104621944,MGA,MAX dimerization protein MGA,Phaethon lepturus,White-tailed tropicbird,XM_010288580.1,XP_010286882.1,,model,,default-seq
104634313,MGA,MAX dimerization protein MGA,Balearica regulorum gibbericeps,East African grey crowned-crane,XM_010300801.1,XP_010299103.1,,model,,default-seq
104666906,MGA,MAX dimerization protein MGA,Rhinopithecus roxellana,golden snub-nosed monkey,XM_030921180.1,XP_030777040.1,,model,,default-seq
104698504,MGA,MAX dimerization protein MGA,Corvus cornix cornix,,XM_010413888.4,XP_010412190.1,,model,,default-seq
104839658,MGA,MAX dimerization protein MGA,Haliaeetus leucocephalus,bald eagle,XM_010580060.1,XP_010578362.1,,model,,default-seq
104862638,Mga,MAX dimerization protein MGA,Fukomys damarensis,Damara mole-rat,XM_033764988.1,XP_033620879.1,,model,,default-seq
104939303,mgaa,MAX dimerization protein MGA a,Larimichthys crocea,large yellow croaker,XM_010755823.3,XP_010754125.3,,model,,default-seq
104994436,MGA,MAX dimerization protein MGA,Bison bison bison,,XM_010847993.1,XP_010846295.1,,model,,default-seq
105024719,mgaa,MAX dimerization protein MGA a,Esox lucius,northern pike,XM_020054176.3,XP_019909735.2,,model,,default-seq
105077053,MGA,MAX dimerization protein MGA,Camelus bactrianus,Bactrian camel,XM_010965333.2,XP_010963635.1,,model,,default-seq
105096851,MGA,MAX dimerization protein MGA,Camelus dromedarius,Arabian camel,XM_031453259.1,XP_031309119.1,,model,,default-seq
105288663,MGA,MAX dimerization protein MGA,Pteropus vampyrus,large flying fox,XM_011354950.2,XP_011353252.1,,model,,default-seq
105491898,MGA,MAX dimerization protein MGA,Macaca nemestrina,pig-tailed macaque,XM_011758612.2,XP_011756914.1,,model,,default-seq
105525427,MGA,MAX dimerization protein MGA,Colobus angolensis palliatus,,XM_011961043.1,XP_011816433.1,,model,,default-seq
105546212,MGA,MAX dimerization protein MGA,Mandrillus leucophaeus,drill,XM_011989336.1,XP_011844726.1,,model,,default-seq
105574205,MGA,MAX dimerization protein MGA,Cercocebus atys,sooty mangabey,XM_012034853.1,XP_011890243.1,,model,,default-seq
105724075,MGA,MAX dimerization protein MGA,Aotus nancymaae,Ma's night monkey,XM_021668798.1,XP_021524473.1,,model,,default-seq
105814231,MGA,MAX dimerization protein MGA,Propithecus coquereli,Coquerel's sifaka,XM_012649125.1,XP_012504579.1,,model,,default-seq
105872483,MGA,MAX dimerization protein MGA,Microcebus murinus,gray mouse lemur,XM_012766487.2,XP_012621941.1,,model,,default-seq
105899584,mgaa,MAX dimerization protein MGA a,Clupea harengus,Atlantic herring,XM_031580854.2,XP_031436714.1,,model,,default-seq
105918904,mgaa,MAX dimerization protein MGA a,Fundulus heteroclitus,mummichog,XM_036150777.1,XP_036006670.1,,model,,default-seq
105981101,Mga,MAX dimerization protein MGA,Dipodomys ordii,Ord's kangaroo rat,XM_013010103.1,XP_012865557.1,,model,,default-seq
106043087,MGA,MAX dimerization protein MGA,Anser cygnoides,Swan goose,XM_048065049.1,XP_047921006.1,,model,,default-seq
106498261,MGA,MAX dimerization protein MGA,Apteryx mantelli mantelli,,XM_013959434.1,XP_013814888.1,,model,,default-seq
106527285,mgaa,MAX dimerization protein MGA a,Austrofundulus limnaeus,,XM_014022122.1,XP_013877576.1,,model,,default-seq
106539957,MGA,MAX dimerization protein MGA,Thamnophis sirtalis,,XM_014054889.1,XP_013910364.1,,model,,default-seq
106602308,mgaa,MAX dimerization protein MGA a,Salmo salar,Atlantic salmon,XM_014194858.2,XP_014050333.2,,model,,default-seq
106841350,MGA,MAX dimerization protein MGA,Equus asinus,ass,XM_014857329.2,XP_014712815.2,,model,,default-seq
106848983,MGA,MAX dimerization protein MGA,Sturnus vulgaris,Common starling,XM_014869248.1,XP_014724734.1,,model,,default-seq
106892791,MGA,MAX dimerization protein MGA,Calidris pugnax,ruff,XM_014950296.1,XP_014805782.1,,model,,default-seq
106920387,mgaa,MAX dimerization protein MGA a,Poecilia mexicana,,XM_014991363.1,XP_014846849.1,,model,,default-seq
106959769,mgaa,MAX dimerization protein MGA a,Poecilia latipinna,sailfin molly,XM_015052525.1,XP_014908011.1,,model,,default-seq
106968517,MGA,MAX dimerization protein MGA,Acinonyx jubatus,cheetah,XM_027066980.2,XP_026922781.2,,model,,default-seq
107084858,mgaa,MAX dimerization protein MGA a,Cyprinodon variegatus,sheepshead minnow,XM_015374906.1,XP_015230392.1,,model,,default-seq
107138198,Mga,MAX dimerization protein MGA,Marmota marmota marmota,Alpine marmot,XM_048792894.1,XP_048648851.1,,model,,default-seq
107205806,MGA,MAX dimerization protein MGA,Parus major,Great Tit,XM_015630724.3,XP_015486210.1,,model,,default-seq
107287423,MGA,MAX dimerization protein MGA,Protobothrops mucrosquamatus,,XM_015815936.1,XP_015671422.2,,model,,default-seq
107314758,MGA,MAX dimerization protein MGA,Coturnix japonica,Japanese quail,XM_015864338.2,XP_015719824.1,,model,,default-seq
107391846,mgaa,MAX dimerization protein MGA a,Nothobranchius furzeri,turquoise killifish,XM_054741893.1,XP_054597868.1,,model,,default-seq
107514501,MGA,MAX dimerization protein MGA,Rousettus aegyptiacus,Egyptian rousette,XM_036238241.1,XP_036094134.1,,model,,default-seq
107536554,MGA,MAX dimerization protein MGA,Miniopterus natalensis,,XM_016212313.1,XP_016067799.1,,model,,default-seq
107586590,mgaa,MAX dimerization protein MGA a,Sinocyclocheilus grahami,,XM_016274022.1,XP_016129508.1,,model,,default-seq
107693180,mgaa,MAX dimerization protein MGA a,Sinocyclocheilus anshuiensis,,XM_016492473.1,XP_016347959.1,,model,,default-seq
108248712,mgaa,MAX dimerization protein MGA a,Kryptolebias marmoratus,mangrove rivulus,XM_017437660.3,XP_017293149.1,,model,,default-seq
108270087,mgaa,MAX dimerization protein MGA a,Ictalurus punctatus,channel catfish,XM_017476404.3,XP_017331893.1,,model,,default-seq
108306194,MGA,MAX dimerization protein MGA,Cebus imitator,Panamanian white-faced capuchin,XM_037739443.1,XP_037595371.1,,model,,default-seq
108385405,MGA,MAX dimerization protein MGA,Manis javanica,Malayan pangolin,XM_017642828.2,XP_017498317.2,,model,,default-seq
108428665,mgaa,MAX dimerization protein MGA a,Pygocentrus nattereri,red-bellied piranha,XM_017699823.2,XP_017555312.1,,model,,default-seq
108494968,MGA,MAX dimerization protein MGA,Lepidothrix coronata,blue-crowned manakin,XM_017810054.1,XP_017665543.1,,model,,default-seq
108544346,MGA,MAX dimerization protein MGA,Rhinopithecus bieti,black snub-nosed monkey,XM_017895420.1,XP_017750909.1,,model,,default-seq
108789909,MGA,MAX dimerization protein MGA,Nanorana parkeri,,XM_018560055.1,XP_018415557.1,,model,,default-seq
108891608,mgaa,MAX dimerization protein MGA a,Lates calcarifer,barramundi perch,XM_051067785.1,XP_050923742.1,,model,,default-seq
108941476,mgaa,MAX dimerization protein MGA a,Scleropages formosus,Asian bonytongue,XM_018764151.2,XP_018619667.2,,model,,default-seq
109060607,mgaa,MAX dimerization protein MGA a,Cyprinus carpio,common carp,XM_042743244.1,XP_042599178.1,,model,,default-seq
109263113,MGA,MAX dimerization protein MGA,Panthera pardus,leopard,XM_053889168.1,XP_053745143.1,,model,,default-seq
109298776,MGA,MAX dimerization protein MGA,Gavialis gangeticus,Gharial,XM_019519046.1,XP_019374591.1,,model,,default-seq
109321077,MGA,MAX dimerization protein MGA,Crocodylus porosus,Australian saltwater crocodile,XM_019551382.1,XP_019406927.1,,model,,default-seq
109383982,MGA,MAX dimerization protein MGA,Hipposideros armiger,great roundleaf bat,XM_019644861.1,XP_019500406.1,,model,,default-seq
109564973,MGA,MAX dimerization protein MGA,Bos indicus,zebu cattle,XM_019968572.1,XP_019824131.1,,model,,default-seq
109693135,Mga,MAX dimerization protein MGA,Castor canadensis,American beaver,XM_020174234.1,XP_020029823.1,,model,,default-seq
109894311,mgaa,MAX dimerization protein MGA a,Oncorhynchus kisutch,coho salmon,XM_020487711.2,XP_020343300.1,,model,,default-seq
109915066,mgaa,MAX dimerization protein MGA a,Rhincodon typus,whale shark,XM_020514676.2,XP_020370265.2,,model,,default-seq
109972467,mgaa,MAX dimerization protein MGA a,Monopterus albus,swamp eel,XM_020621321.1,XP_020476977.1,,model,,default-seq
109999680,mgaa,MAX dimerization protein MGA a,Labrus bergylta,ballan wrasse,XM_020654781.2,XP_020510437.1,,model,,default-seq
110079004,MGA,MAX dimerization protein MGA,Pogona vitticeps,central bearded dragon,XM_020793726.1,XP_020649385.1,,model,,default-seq
110127375,MGA,MAX dimerization protein MGA,Odocoileus virginianus,white-tailed deer,XM_020877558.1,XP_020733217.1,10828330,model,,default-seq
110167123,mgaa,MAX dimerization protein MGA a,Boleophthalmus pectinirostris,great blue-spotted mudskipper,XM_055158695.1,XP_055014670.1,,model,,default-seq
110223598,MGA,MAX dimerization protein MGA,Phascolarctos cinereus,koala,XM_021009204.1,XP_020864863.1,,model,,default-seq
110310122,Mga,MAX dimerization protein MGA,Mus caroli,Ryukyu mouse,XM_029470392.1,XP_029326252.1,,model,,default-seq
110318825,Mga,MAX dimerization protein MGA,Mus pahari,shrew mouse,XM_029535789.1,XP_029391649.1,,model,,default-seq
