,ACCESSION,TAXON_ID,LINEAGE,TITLE,LEAFNAME,CladeLabel
11,XM_007669034.3,9258,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Prototheria', 'Monotremata', 'Ornithorhynchidae', 'Ornithorhynchus', 'Ornithorhynchus anatinus']","PREDICTED: Ornithorhynchus anatinus BCL6 transcription repressor (BCL6), transcript variant X1, mRNA",XM_007669034_3_PREDICTED_Ornithorhynchus_anatinus_BCL6_transcription_repressor_BCL6_transcript_variant_X1_mRNA,Euteleostomi
12,NM_001122806.1,8364,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amphibia', 'Batrachia', 'Anura', 'Pipoidea', 'Pipidae', 'Xenopodinae', 'Xenopus', 'Silurana', 'Xenopus tropicalis']","Xenopus tropicalis BCL6, transcription repressor (bcl6), mRNA",NM_001122806_1_Xenopus_tropicalis_BCL6_transcription_repressor_bcl6_mRNA,Euteleostomi
13,NM_001315701.1,9823,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Artiodactyla', 'Suina', 'Suidae', 'Sus', 'Sus scrofa']","Sus scrofa BCL6 transcription repressor (BCL6), mRNA",NM_001315701_1_Sus_scrofa_BCL6_transcription_repressor_BCL6_mRNA,Euteleostomi
14,XM_030279945.3,59729,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passeroidea', 'Estrildidae', 'Estrildinae', 'Taeniopygia', 'Taeniopygia guttata']","PREDICTED: Taeniopygia guttata BCL6 transcription repressor (BCL6), transcript variant X1, mRNA",XM_030279945_3_PREDICTED_Taeniopygia_guttata_BCL6_transcription_repressor_BCL6_transcript_variant_X1_mRNA,Euteleostomi
15,NM_001159790.1,9601,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Euarchontoglires', 'Primates', 'Haplorrhini', 'Simiiformes', 'Catarrhini', 'Hominoidea', 'Hominidae', 'Ponginae', 'Pongo', 'Pongo abelii']","Pongo abelii BCL6 transcription repressor (BCL6), mRNA",NM_001159790_1_Pongo_abelii_BCL6_transcription_repressor_BCL6_mRNA,Euteleostomi
16,XM_002716500.3,9986,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Euarchontoglires', 'Glires', 'Lagomorpha', 'Leporidae', 'Oryctolagus', 'Oryctolagus cuniculus']","PREDICTED: Oryctolagus cuniculus BCL6 transcription repressor (BCL6), transcript variant X2, mRNA",XM_002716500_3_PREDICTED_Oryctolagus_cuniculus_BCL6_transcription_repressor_BCL6_transcript_variant_X2_mRNA,Euteleostomi
17,XM_002758173.4,9483,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Euarchontoglires', 'Primates', 'Haplorrhini', 'Simiiformes', 'Platyrrhini', 'Cebidae', 'Callitrichinae', 'Callithrix', 'Callithrix', 'Callithrix jacchus']","PREDICTED: Callithrix jacchus BCL6 transcription repressor (BCL6), transcript variant X1, mRNA",XM_002758173_4_PREDICTED_Callithrix_jacchus_BCL6_transcription_repressor_BCL6_transcript_variant_X1_mRNA,Euteleostomi
18,XM_002914804.4,9646,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Carnivora', 'Caniformia', 'Ursidae', 'Ailuropoda', 'Ailuropoda melanoleuca']","PREDICTED: Ailuropoda melanoleuca BCL6 transcription repressor (BCL6), transcript variant X2, mRNA",XM_002914804_4_PREDICTED_Ailuropoda_melanoleuca_BCL6_transcription_repressor_BCL6_transcript_variant_X2_mRNA,Euteleostomi
19,XM_010716758.3,9103,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Galloanserae', 'Galliformes', 'Phasianidae', 'Meleagridinae', 'Meleagris', 'Meleagris gallopavo']","PREDICTED: Meleagris gallopavo BCL6 transcription repressor (BCL6), mRNA",XM_010716758_3_PREDICTED_Meleagris_gallopavo_BCL6_transcription_repressor_BCL6_mRNA,Euteleostomi
20,XM_003229395.2,28377,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Lepidosauria', 'Squamata', 'Bifurcata', 'Unidentata', 'Episquamata', 'Toxicofera', 'Iguania', 'Dactyloidae', 'Anolis', 'Anolis carolinensis']","PREDICTED: Anolis carolinensis B-cell CLL/lymphoma 6 (bcl6), transcript variant X1, mRNA",XM_003229395_2_PREDICTED_Anolis_carolinensis_B_cell_CLL_lymphoma_6_bcl6_transcript_variant_X1_mRNA,Euteleostomi
21,XM_003256638.4,61853,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Euarchontoglires', 'Primates', 'Haplorrhini', 'Simiiformes', 'Catarrhini', 'Hominoidea', 'Hylobatidae', 'Nomascus', 'Nomascus leucogenys']","PREDICTED: Nomascus leucogenys BCL6 transcription repressor (BCL6), transcript variant X1, mRNA",XM_003256638_4_PREDICTED_Nomascus_leucogenys_BCL6_transcription_repressor_BCL6_transcript_variant_X1_mRNA,Euteleostomi
22,XM_003412912.3,9785,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Afrotheria', 'Proboscidea', 'Elephantidae', 'Loxodonta', 'Loxodonta africana']","PREDICTED: Loxodonta africana B cell CLL/lymphoma 6 (BCL6), transcript variant X1, mRNA",XM_003412912_3_PREDICTED_Loxodonta_africana_B_cell_CLL_lymphoma_6_BCL6_transcript_variant_X1_mRNA,Euteleostomi
23,XM_005451217.4,8128,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Euteleosteomorpha', 'Neoteleostei', 'Eurypterygia', 'Ctenosquamata', 'Acanthomorphata', 'Euacanthomorphacea', 'Percomorphaceae', 'Ovalentaria', 'Cichlomorphae', 'Cichliformes', 'Cichlidae', 'African cichlids', 'Pseudocrenilabrinae', 'Oreochromini', 'Oreochromis', 'Oreochromis niloticus']","PREDICTED: Oreochromis niloticus B cell CLL/lymphoma 6 (bcl6), transcript variant X1, mRNA",XM_005451217_4_PREDICTED_Oreochromis_niloticus_B_cell_CLL_lymphoma_6_bcl6_transcript_variant_X1_mRNA,Euteleostomi
24,XM_003477082.4,10141,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Euarchontoglires', 'Glires', 'Rodentia', 'Hystricomorpha', 'Caviidae', 'Cavia', 'Cavia porcellus']","PREDICTED: Cavia porcellus B cell CLL/lymphoma 6 (Bcl6), transcript variant X2, mRNA",XM_003477082_4_PREDICTED_Cavia_porcellus_B_cell_CLL_lymphoma_6_Bcl6_transcript_variant_X2_mRNA,Euteleostomi
25,XM_007642519.4,10029,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Euarchontoglires', 'Glires', 'Rodentia', 'Myomorpha', 'Muroidea', 'Cricetidae', 'Cricetinae', 'Cricetulus', 'Cricetulus griseus']","PREDICTED: Cricetulus griseus BCL6 transcription repressor (Bcl6), transcript variant X4, mRNA",XM_007642519_4_PREDICTED_Cricetulus_griseus_BCL6_transcription_repressor_Bcl6_transcript_variant_X4_mRNA,Euteleostomi
26,XM_031961105.1,9305,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Metatheria', 'Dasyuromorphia', 'Dasyuridae', 'Sarcophilus', 'Sarcophilus harrisii']","PREDICTED: Sarcophilus harrisii BCL6 transcription repressor (BCL6), mRNA",,Euteleostomi
27,XM_003792711.3,30611,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Euarchontoglires', 'Primates', 'Strepsirrhini', 'Lorisiformes', 'Galagidae', 'Otolemur', 'Otolemur garnettii']","PREDICTED: Otolemur garnettii B cell CLL/lymphoma 6 (BCL6), transcript variant X1, mRNA",XM_003792711_3_PREDICTED_Otolemur_garnettii_B_cell_CLL_lymphoma_6_BCL6_transcript_variant_X1_mRNA,Euteleostomi
28,XM_003824955.5,9597,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Euarchontoglires', 'Primates', 'Haplorrhini', 'Simiiformes', 'Catarrhini', 'Hominoidea', 'Hominidae', 'Homininae', 'Pan', 'Pan paniscus']","PREDICTED: Pan paniscus BCL6 transcription repressor (BCL6), transcript variant X1, mRNA",XM_003824955_5_PREDICTED_Pan_paniscus_BCL6_transcription_repressor_BCL6_transcript_variant_X1_mRNA,Euteleostomi
29,XM_021934975.2,9555,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Euarchontoglires', 'Primates', 'Haplorrhini', 'Simiiformes', 'Catarrhini', 'Cercopithecoidea', 'Cercopithecidae', 'Cercopithecinae', 'Papio', 'Papio anubis']","PREDICTED: Papio anubis BCL6 transcription repressor (BCL6), transcript variant X1, mRNA",XM_021934975_2_PREDICTED_Papio_anubis_BCL6_transcription_repressor_BCL6_transcript_variant_X1_mRNA,Euteleostomi
30,XM_003927003.3,39432,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Euarchontoglires', 'Primates', 'Haplorrhini', 'Simiiformes', 'Platyrrhini', 'Cebidae', 'Saimiriinae', 'Saimiri', 'Saimiri boliviensis', 'Saimiri boliviensis boliviensis']","PREDICTED: Saimiri boliviensis boliviensis BCL6 transcription repressor (BCL6), transcript variant X1, mRNA",XM_003927003_3_PREDICTED_Saimiri_boliviensis_boliviensis_BCL6_transcription_repressor_BCL6_transcript_variant_X1_mRNA,Euteleostomi
31,XM_003991804.5,9685,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Carnivora', 'Feliformia', 'Felidae', 'Felinae', 'Felis', 'Felis catus']","PREDICTED: Felis catus BCL6 transcription repressor (BCL6), transcript variant X1, mRNA",XM_003991804_5_PREDICTED_Felis_catus_BCL6_transcription_repressor_BCL6_transcript_variant_X1_mRNA,Euteleostomi
32,XM_004003049.6,9940,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Artiodactyla', 'Ruminantia', 'Pecora', 'Bovidae', 'Caprinae', 'Ovis', 'Ovis aries']","PREDICTED: Ovis aries BCL6 transcription repressor (BCL6), transcript variant X2, mRNA",XM_004003049_6_PREDICTED_Ovis_aries_BCL6_transcription_repressor_BCL6_transcript_variant_X2_mRNA,Euteleostomi
33,XM_004038190.4,9595,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Euarchontoglires', 'Primates', 'Haplorrhini', 'Simiiformes', 'Catarrhini', 'Hominoidea', 'Hominidae', 'Homininae', 'Gorilla', 'Gorilla gorilla', 'Gorilla gorilla gorilla']","PREDICTED: Gorilla gorilla gorilla BCL6 transcription repressor (BCL6), transcript variant X1, mRNA",XM_004038190_4_PREDICTED_Gorilla_gorilla_gorilla_BCL6_transcription_repressor_BCL6_transcript_variant_X1_mRNA,Euteleostomi
34,XM_020702639.2,8090,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Euteleosteomorpha', 'Neoteleostei', 'Eurypterygia', 'Ctenosquamata', 'Acanthomorphata', 'Euacanthomorphacea', 'Percomorphaceae', 'Ovalentaria', 'Atherinomorphae', 'Beloniformes', 'Adrianichthyoidei', 'Adrianichthyidae', 'Oryziinae', 'Oryzias', 'Oryzias latipes']","PREDICTED: Oryzias latipes B cell CLL/lymphoma 6 (bcl6), transcript variant X1, mRNA",XM_020702639_2_PREDICTED_Oryzias_latipes_B_cell_CLL_lymphoma_6_bcl6_transcript_variant_X1_mRNA,Euteleostomi
